🇭🇰公告:更新9-4-2025🇭🇰,#genre#
鳳凰資訊,http://iptv.4666888.xyz/iptv.php?id=20064
鳳凰香港,http://iptv.4666888.xyz/iptv.php?id=20065

香港頻道,#genre#
TVB翡翠,http://iptv.4666888.xyz/iptv.php?id=20066
TVB翡翠(新加坡),http://iptv.4666888.xyz/iptv.php?id=20067
TVB翡翠(馬來),http://iptv.4666888.xyz/iptv.php?id=20068
TVB無線新聞,http://iptv.4666888.xyz/iptv.php?id=20069
TVB明珠(英),http://iptv.4666888.xyz/iptv.php?id=20071
TVB_Plus,20072,http://iptv.4666888.xyz/iptv.php?id=20072
TVB娛樂新聞,http://iptv.4666888.xyz/iptv.php?id=20073
TVB生活,http://iptv.4666888.xyz/iptv.php?id=20074
TVB1,http://iptv.4666888.xyz/iptv.php?id=20095
TVBJ1,http://iptv.4666888.xyz/iptv.php?id=20096
TVBE,http://iptv.4666888.xyz/iptv.php?id=20097
TVB明珠劇集,http://iptv.4666888.xyz/iptv.php?id=20098
TVB翡翠劇集,http://iptv.4666888.xyz/iptv.php?id=20099
TVB黃金華劇,http://iptv.4666888.xyz/iptv.php?id=20100
TVB星河(粵),http://iptv.4666888.xyz/iptv.php?id=20101
TVB星河(國),http://iptv.4666888.xyz/iptv.php?id=20102
TVB武俠(粵),http://iptv.4666888.xyz/iptv.php?id=20103
TVB武俠(國),http://iptv.4666888.xyz/iptv.php?id=20104
TVB千禧經典,http://iptv.4666888.xyz/iptv.php?id=20105
MYTV黃金翡翠,http://iptv.4666888.xyz/iptv.php?id=20106
MYTV經典,http://iptv.4666888.xyz/iptv.php?id=20107
MYTV黃金華劇,http://iptv.4666888.xyz/iptv.php?id=20108
MYTV亞洲劇,http://iptv.4666888.xyz/iptv.php?id=20109
MYTV少兒,http://iptv.4666888.xyz/iptv.php?id=20110
MYTVFREE,http://iptv.4666888.xyz/iptv.php?id=20111
MYTV粵語片,http://iptv.4666888.xyz/iptv.php?id=20112
MYTV戲曲,http://iptv.4666888.xyz/iptv.php?id=20113
ViuTV,http://iptv.4666888.xyz/iptv.php?id=20075
ViuTV6,http://iptv.4666888.xyz/iptv.php?id=20076
viu劇集,http://iptv.4666888.xyz/iptv.php?id=20070
HOY76,http://iptv.4666888.xyz/iptv.php?id=20077
HOY77,http://iptv.4666888.xyz/iptv.php?id=20078
HOY78,http://iptv.4666888.xyz/iptv.php?id=20079
RTHK31,http://iptv.4666888.xyz/iptv.php?id=20080
RTHK32,http://iptv.4666888.xyz/iptv.php?id=20081
天映經典,http://iptv.4666888.xyz/iptv.php?id=20114
天映經典2,http://iptv.4666888.xyz/iptv.php?id=20115
天映頻道,http://iptv.4666888.xyz/iptv.php?id=20116
天映頻道2,http://iptv.4666888.xyz/iptv.php?id=20117
PopC電影,http://iptv.4666888.xyz/iptv.php?id=20118
創世電視,http://iptv.4666888.xyz/iptv.php?id=20119
美亞電影(港),http://iptv.4666888.xyz/iptv.php?id=20120
中國電影,http://iptv.4666888.xyz/iptv.php?id=20121
重溫經典,http://iptv.4666888.xyz/iptv.php?id=20122
88賽馬,http://iptv.4666888.xyz/iptv.php?id=20123
有線18賽馬,http://iptv.4666888.xyz/iptv.php?id=20124
無線18賽馬,http://iptv.4666888.xyz/iptv.php?id=20125
28AI賽馬,http://iptv.4666888.xyz/iptv.php?id=20126

Now頻道,#genre#
Now新聞,http://iptv.4666888.xyz/iptv.php?id=20082
Now財經,http://iptv.4666888.xyz/iptv.php?id=20085
Now星影(粵),http://iptv.4666888.xyz/iptv.php?id=20086
Now爆谷(粵),http://iptv.4666888.xyz/iptv.php?id=20087
Now星影(國),http://iptv.4666888.xyz/iptv.php?id=20088
Now爆谷(國),http://iptv.4666888.xyz/iptv.php?id=20089
Now紫金國際,http://iptv.4666888.xyz/iptv.php?id=20090
Now華劇,http://iptv.4666888.xyz/iptv.php?id=20091
Now 英超,http://iptv.4666888.xyz/iptv.php?id=20392
Now sport1,http://iptv.4666888.xyz/iptv2.php?id=30
Now sport2,http://iptv.4666888.xyz/iptv2.php?id=31
Now sport3,http://iptv.4666888.xyz/iptv2.php?id=32
Now sport4,http://iptv.4666888.xyz/iptv2.php?id=33
Now sport5,http://iptv.4666888.xyz/iptv2.php?id=34
Now sport6,http://iptv.4666888.xyz/iptv2.php?id=35
Now sport7,http://iptv.4666888.xyz/iptv2.php?id=36


澳視頻道,#genre#
澳視澳門,http://iptv.4666888.xyz/iptv.php?id=20127
澳門Macau,http://iptv.4666888.xyz/iptv.php?id=20128
澳門資訊,http://iptv.4666888.xyz/iptv.php?id=20129
澳門蓮花,http://iptv.4666888.xyz/iptv.php?id=20130
澳門體育,http://iptv.4666888.xyz/iptv.php?id=20131
澳門綜藝,http://iptv.4666888.xyz/iptv.php?id=20132
新加坡MU,http://iptv.4666888.xyz/iptv.php?id=20284
新加坡M5,http://iptv.4666888.xyz/iptv.php?id=20285
新加坡M8,http://iptv.4666888.xyz/iptv.php?id=20286
Hub娛家,http://iptv.4666888.xyz/iptv.php?id=20287
Hub都會,http://iptv.4666888.xyz/iptv.php?id=20288
天映cm+,http://iptv.4666888.xyz/iptv.php?id=20249
八度空間(新加坡),http://iptv.4666888.xyz/iptv.php?id=20306
星空衛視,http://iptv.4666888.xyz/iptv.php?id=20083
新時代1,http://iptv.4666888.xyz/iptv.php?id=20290
新時代2,http://iptv.4666888.xyz/iptv.php?id=20313

台灣頻道,#genre#
風雲TV-TG群,https://t.me/qytv888
TVBS新聞,http://iptv.4666888.xyz/iptv.php?id=20168
TVBSNew,http://iptv.4666888.xyz/iptv.php?id=20309
LIVE三立,http://iptv.4666888.xyz/iptv.php?id=20169
三立iNEWS,http://iptv.4666888.xyz/iptv.php?id=20170
中視新聞,http://iptv.4666888.xyz/iptv.php?id=20171
台視新聞,http://iptv.4666888.xyz/iptv.php?id=20172
中天新聞,http://iptv.4666888.xyz/iptv.php?id=20173
東森新聞,http://iptv.4666888.xyz/iptv.php?id=20174
東森新聞(美),http://iptv.4666888.xyz/iptv.php?id=20175
寰宇新聞,http://iptv.4666888.xyz/iptv.php?id=20176
寰宇新聞台灣,http://iptv.4666888.xyz/iptv.php?id=20293
民視新聞,http://iptv.4666888.xyz/iptv.php?id=20177
公視新聞,http://iptv.4666888.xyz/iptv.php?id=20203
華視新聞,http://iptv.4666888.xyz/iptv.php?id=20310
年代新聞,http://iptv.4666888.xyz/iptv.php?id=20178
非凡新聞,http://iptv.4666888.xyz/iptv.php?id=20179
摬新聞,http://iptv.4666888.xyz/iptv.php?id=20180
中天CTI+,http://iptv.4666888.xyz/iptv.php?id=20181
民視,http://iptv.4666888.xyz/iptv.php?id=20182
中視,http://iptv.4666888.xyz/iptv.php?id=20183
華視,http://iptv.4666888.xyz/iptv.php?id=20184
公視,http://iptv.4666888.xyz/iptv.php?id=20185
台視,http://iptv.4666888.xyz/iptv.php?id=20186
中旺電視,http://iptv.4666888.xyz/iptv.php?id=20187
TVBS HD,http://iptv.4666888.xyz/iptv.php?id=20188
TVBS歡樂,http://iptv.4666888.xyz/iptv.php?id=20189
TVBS亞洲,http://iptv.4666888.xyz/iptv.php?id=20190
TVBS精采,http://iptv.4666888.xyz/iptv.php?id=20191
TVBS綜藝,http://iptv.4666888.xyz/iptv.php?id=20192
TVBS台劇,http://iptv.4666888.xyz/iptv.php?id=20193
中天娛樂,http://iptv.4666888.xyz/iptv.php?id=20194
中天綜合,http://iptv.4666888.xyz/iptv.php?id=20195
中天亞洲,http://iptv.4666888.xyz/iptv.php?id=20196
八大第一,http://iptv.4666888.xyz/iptv.php?id=20197
八大綜合,http://iptv.4666888.xyz/iptv.php?id=20198
八大戲劇,http://iptv.4666888.xyz/iptv.php?id=20199
八大娛樂,http://iptv.4666888.xyz/iptv.php?id=20200
八大精采,http://iptv.4666888.xyz/iptv.php?id=20201
三立台灣,http://iptv.4666888.xyz/iptv.php?id=20202
三立綜合,http://iptv.4666888.xyz/iptv.php?id=20204
三立都會,http://iptv.4666888.xyz/iptv.php?id=20205
東森LIVE,http://iptv.4666888.xyz/iptv.php?id=20308
東森綜合,http://iptv.4666888.xyz/iptv.php?id=20206
東森戲劇,http://iptv.4666888.xyz/iptv.php?id=20207
東森超視34.5,http://iptv.4666888.xyz/iptv.php?id=20208
華視新聞,http://iptv.4666888.xyz/iptv.php?id=20209
東森美洲,http://iptv.4666888.xyz/iptv.php?id=20210
東森電影,http://iptv.4666888.xyz/iptv.php?id=20211
東森洋片,http://iptv.4666888.xyz/iptv.php?id=20212
東森Yoyo,http://iptv.4666888.xyz/iptv.php?id=20213
民事第一,http://iptv.4666888.xyz/iptv.php?id=20214
民視台灣,http://iptv.4666888.xyz/iptv.php?id=20216
民事綜藝,http://iptv.4666888.xyz/iptv.php?id=20217
民視旅遊,http://iptv.4666888.xyz/iptv.php?id=20218
民視戲劇,http://iptv.4666888.xyz/iptv.php?id=20219
台視綜合,http://iptv.4666888.xyz/iptv.php?id=20220
中視經典,http://iptv.4666888.xyz/iptv.php?id=20221
中視菁采,http://iptv.4666888.xyz/iptv.php?id=20222
華藝中文,http://iptv.4666888.xyz/iptv.php?id=20223
智林體育,http://iptv.4666888.xyz/iptv.php?id=20224
緯來體育,http://iptv.4666888.xyz/iptv.php?id=20225
緯來日本,http://iptv.4666888.xyz/iptv.php?id=20226
緯來電影,http://iptv.4666888.xyz/iptv.php?id=20227
緯來綜合,http://iptv.4666888.xyz/iptv.php?id=20228
緯來精采,http://iptv.4666888.xyz/iptv.php?id=20229
愛爾達影劇,http://iptv.4666888.xyz/iptv.php?id=20230
愛爾達娛樂,http://iptv.4666888.xyz/iptv.php?id=20303
愛爾達日韓,http://iptv.4666888.xyz/iptv.php?id=20261
愛爾達綜合,http://iptv.4666888.xyz/iptv.php?id=20231
靖天國際台,http://iptv.4666888.xyz/iptv.php?id=20236
靖天卡通,http://iptv.4666888.xyz/iptv.php?id=20237
愛奇藝,http://iptv.4666888.xyz/iptv.php?id=20238
美亞電影,http://iptv.4666888.xyz/iptv.php?id=20239
龍華電影,http://iptv.4666888.xyz/iptv.php?id=20240
龍華戲劇,http://iptv.4666888.xyz/iptv.php?id=20241
龍華洋片,http://iptv.4666888.xyz/iptv.php?id=20242
龍華偶像,http://iptv.4666888.xyz/iptv.php?id=20243
龍華日韓,http://iptv.4666888.xyz/iptv.php?id=20244
龍華經典,http://iptv.4666888.xyz/iptv.php?id=20245
龍華卡通,http://iptv.4666888.xyz/iptv.php?id=20246
龍祥時代,http://iptv.4666888.xyz/iptv.php?id=20247
好萊烏電影,http://iptv.4666888.xyz/iptv.php?id=20248
公視戲劇,http://iptv.4666888.xyz/iptv.php?id=20293
靖洋戲劇,http://iptv.4666888.xyz/iptv.php?id=20294
靖洋卡通,http://iptv.4666888.xyz/iptv.php?id=20295
靖天綜合,http://iptv.4666888.xyz/iptv.php?id=20296
靖天歡樂,http://iptv.4666888.xyz/iptv.php?id=20297
靖天映畫,http://iptv.4666888.xyz/iptv.php?id=20298
靖天戲劇,http://iptv.4666888.xyz/iptv.php?id=20299
靖天電影,http://iptv.4666888.xyz/iptv.php?id=20300
靖天育樂,http://iptv.4666888.xyz/iptv.php?id=20301
靖天資訊,http://iptv.4666888.xyz/iptv.php?id=20302
壹電影,http://iptv.4666888.xyz/iptv.php?id=20314
采昌影劇,http://iptv.4666888.xyz/iptv.php?id=20315
國興衛視,http://iptv.4666888.xyz/iptv.php?id=20315
豬哥亮歌廳秀,http://iptv.4666888.xyz/iptv.php?id=20315
TTV,http://iptv.4666888.xyz/iptv.php?id=20315
探索頻道,http://iptv.4666888.xyz/iptv.php?id=20315
台灣戲劇,http://iptv.4666888.xyz/iptv.php?id=20315
HBO_HD,http://iptv.4666888.xyz/iptv.php?id=20250
HBO_Family,http://iptv.4666888.xyz/iptv.php?id=20251
CRIME+,http://iptv.4666888.xyz/iptv.php?id=20253
AXN電影,http://iptv.4666888.xyz/iptv.php?id=20254
ONE電影,http://iptv.4666888.xyz/iptv.php?id=20255
CINEMAX,http://iptv.4666888.xyz/iptv.php?id=20256
Star Movies,http://iptv.4666888.xyz/iptv.php?id=20257
Thrill,http://iptv.4666888.xyz/iptv.php?id=20259
歡喜台,http://iptv.4666888.xyz/iptv.php?id=20260
CN卡通,http://iptv.4666888.xyz/iptv.php?id=20262
經典卡通,http://iptv.4666888.xyz/iptv.php?id=20252
Animaxa動漫,http://iptv.4666888.xyz/iptv.php?id=20258
DAZN1,http://iptv.4666888.xyz/iptv.php?id=20304
DAZN2,http://iptv.4666888.xyz/iptv.php?id=20305
Z頻道,http://iptv.4666888.xyz/iptv.php?id=20307
HOP_Sports,http://iptv.4666888.xyz/iptv.php?id=20311
愛爾達體育1,http://iptv.4666888.xyz/iptv.php?id=20232
愛爾達體育2,http://iptv.4666888.xyz/iptv.php?id=20233
愛爾達體育3,http://iptv.4666888.xyz/iptv.php?id=20234
愛爾達體育4,http://iptv.4666888.xyz/iptv.php?id=20235
博斯運動1,http://iptv.4666888.xyz/iptv.php?id=20263
博斯運動2,http://iptv.4666888.xyz/iptv.php?id=20264
博斯高球2,http://iptv.4666888.xyz/iptv.php?id=20265
博斯高球1,http://iptv.4666888.xyz/iptv.php?id=20266
博斯網球,http://iptv.4666888.xyz/iptv.php?id=20267
博斯無限,http://iptv.4666888.xyz/iptv.php?id=20268
WWE摔膠,http://iptv.4666888.xyz/iptv.php?id=20269
台灣霹靂,http://iptv.4666888.xyz/iptv.php?id=20270
Global Trekker,http://iptv.4666888.xyz/iptv.php?id=20271
愛爾達生活旅遊,http://iptv.4666888.xyz/iptv.php?id=20272
ASIA亞洲旅遊,http://iptv.4666888.xyz/iptv.php?id=20273
幸福空間居家,http://iptv.4666888.xyz/iptv.php?id=20274
ROCK_Entertainment,http://iptv.4666888.xyz/iptv.php?id=20275
ROCK_Action,http://iptv.4666888.xyz/iptv.php?id=20314
MTV_Livea,http://iptv.4666888.xyz/iptv.php?id=20276
動物星球,http://iptv.4666888.xyz/iptv.php?id=20277
滾動力Rollor,http://iptv.4666888.xyz/iptv.php?id=20278
BBC_Earth,http://iptv.4666888.xyz/iptv.php?id=20279
BBC_Lifestyle,http://iptv.4666888.xyz/iptv.php?id=20280
LOVE_NATURE,http://iptv.4666888.xyz/iptv.php?id=20281
MagellanTV頻道,http://iptv.4666888.xyz/iptv.php?id=20282
HITS,http://iptv.4666888.xyz/iptv.php?id=20283
HISTORY歷史20289,http://live.xmqkx.com/live/zYOI73wZT8Mz1BVcf0oX6zddBz1lcvpyFrSL1uzXdrBR6TOSnR.flv
新唐人,http://iptv.4666888.xyz/iptv.php?id=20312
